,region,edad_ingreso,egreso_em,prom_lem,tipo_estudio,tipo_colegio,genero,año_ingreso,codigo_carrera,tipo_renuncia,año,semestre,nombre_carrera
2310,VIII - BIO-BIO,22,2019,6.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2311,VIII - BIO-BIO,20,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2312,VIII - BIO-BIO,20,2018,4.9,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2313,VIII - BIO-BIO,20,2020,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2314,VIII - BIO-BIO,20,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2315,VIII - BIO-BIO,20,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
2316,VIII - BIO-BIO,20,2020,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
2317,VIII - BIO-BIO,20,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
2318,VIII - BIO-BIO,20,2020,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
2319,VIII - BIO-BIO,20,2021,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2320,VIII - BIO-BIO,25,2015,4.7,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2321,VIII - BIO-BIO,20,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
2322,VIII - BIO-BIO,25,2015,4.7,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
2323,VIII - BIO-BIO,25,2015,4.7,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2324,VIII - BIO-BIO,22,2018,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2325,VIII - BIO-BIO,19,2022,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2326,VIII - BIO-BIO,28,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2327,VIII - BIO-BIO,19,2019,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,1,Ingenieria en Informatica
2328,VIII - BIO-BIO,18,2018,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2329,VIII - BIO-BIO,19,2018,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2330,VIII - BIO-BIO,19,2018,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2331,VIII - BIO-BIO,19,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2332,VIII - BIO-BIO,18,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2333,VIII - BIO-BIO,19,2020,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2334,VIII - BIO-BIO,25,2015,4.7,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2335,VIII - BIO-BIO,22,2018,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2336,VIII - BIO-BIO,18,2023,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2337,VIII - BIO-BIO,28,2014,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2338,VIII - BIO-BIO,18,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2339,VIII - BIO-BIO,18,2018,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,2,Ingenieria en Informatica
2340,VIII - BIO-BIO,19,2018,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,2,Ingenieria en Informatica
2341,VIII - BIO-BIO,20,2018,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,2,Ingenieria en Informatica
2342,VIII - BIO-BIO,19,2019,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,2,Ingenieria en Informatica
2343,VIII - BIO-BIO,19,2020,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2344,VIII - BIO-BIO,19,2020,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2345,VIII - BIO-BIO,18,2022,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2346,VIII - BIO-BIO,20,2021,6.4,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2347,VIII - BIO-BIO,19,2018,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2348,VIII - BIO-BIO,20,2021,6.4,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2349,VIII - BIO-BIO,19,2018,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2350,RM - METROPOLITANA,26,2010,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2023,1,Ingenieria en Informatica
2351,VIII - BIO-BIO,33,2004,4.8,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
2352,VIII - BIO-BIO,19,2017,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446202,No desertor,2021,1,Ingenieria en Conectividad y Redes
2353,VIII - BIO-BIO,33,2004,4.8,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
2354,VIII - BIO-BIO,19,2017,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446202,No desertor,2021,2,Ingenieria en Conectividad y Redes
2355,VIII - BIO-BIO,21,2016,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2356,VIII - BIO-BIO,22,2014,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2357,VIII - BIO-BIO,19,2017,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,1,Ingenieria en Informatica
2358,VIII - BIO-BIO,24,2011,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446103,No desertor,2021,1,Ingenieria en Informatica
2359,VIII - BIO-BIO,20,2015,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446103,No desertor,2021,1,Ingenieria en Informatica
2360,VIII - BIO-BIO,21,2016,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446103,No desertor,2021,1,Ingenieria en Informatica
2361,VIII - BIO-BIO,22,2014,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
2362,VIII - BIO-BIO,21,2016,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
2363,VIII - BIO-BIO,19,2017,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2021,2,Ingenieria en Informatica
2364,VIII - BIO-BIO,21,2016,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446103,No desertor,2021,2,Ingenieria en Informatica
2365,VIII - BIO-BIO,24,2011,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2017,1446103,No desertor,2021,2,Ingenieria en Informatica
2366,VIII - BIO-BIO,21,2016,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2022,1,Ingenieria en Informatica
2367,VIII - BIO-BIO,22,2014,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2022,1,Ingenieria en Informatica
2368,VIII - BIO-BIO,19,2017,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2022,1,Ingenieria en Informatica
2369,VIII - BIO-BIO,19,2017,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2022,2,Ingenieria en Informatica
2370,VIII - BIO-BIO,19,2017,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2018,1446103,No desertor,2023,1,Ingenieria en Informatica
2371,VIII - BIO-BIO,25,2016,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444707,No desertor,2021,1,Analista Programador Computacional
2372,VIII - BIO-BIO,25,2016,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444707,No desertor,2021,2,Analista Programador Computacional
2373,VIII - BIO-BIO,25,2016,5.3,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444707,No desertor,2022,1,Analista Programador Computacional
2374,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2021,1,Ingenieria en Informatica
2375,VIII - BIO-BIO,28,2010,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2021,1,Ingenieria en Informatica
2376,VIII - BIO-BIO,19,2019,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,1,Ingenieria en Informatica
2377,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2021,2,Ingenieria en Informatica
2378,VIII - BIO-BIO,28,2010,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2021,2,Ingenieria en Informatica
2379,VIII - BIO-BIO,19,2019,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,2,Ingenieria en Informatica
2380,VIII - BIO-BIO,19,2019,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,1,Ingenieria en Informatica
2381,VIII - BIO-BIO,28,2010,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2022,1,Ingenieria en Informatica
2382,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2022,1,Ingenieria en Informatica
2383,VIII - BIO-BIO,19,2019,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,2,Ingenieria en Informatica
2384,VIII - BIO-BIO,28,2010,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2022,2,Ingenieria en Informatica
2385,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2022,2,Ingenieria en Informatica
2386,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2023,1,Ingenieria en Informatica
2387,VIII - BIO-BIO,19,2019,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2388,VIII - BIO-BIO,28,2010,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2023,1,Ingenieria en Informatica
2389,VIII - BIO-BIO,20,2017,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2023,2,Ingenieria en Informatica
2390,VIII - BIO-BIO,19,2019,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,2,Ingenieria en Informatica
2391,VIII - BIO-BIO,28,2010,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446103,No desertor,2023,2,Ingenieria en Informatica
2392,VIII - BIO-BIO,20,2019,6.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,1,Analista Programador Computacional
2393,VIII - BIO-BIO,26,2013,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1444718,No desertor,2021,1,Analista Programador Computacional
2394,VIII - BIO-BIO,18,2018,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2021,1,Analista Programador Computacional
2395,VIII - BIO-BIO,20,2019,6.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,2,Analista Programador Computacional
2396,VIII - BIO-BIO,26,2013,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1444718,No desertor,2021,2,Analista Programador Computacional
2397,VIII - BIO-BIO,30,2010,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1444718,No desertor,2022,1,Analista Programador Computacional
2398,VIII - BIO-BIO,26,2013,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1444718,No desertor,2022,1,Analista Programador Computacional
2399,VIII - BIO-BIO,20,2019,6.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2022,1,Analista Programador Computacional
2400,VIII - BIO-BIO,20,2019,6.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2022,2,Analista Programador Computacional
2401,VIII - BIO-BIO,21,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,1,Analista Programador Computacional
2402,VIII - BIO-BIO,20,2019,6.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,1,Analista Programador Computacional
2403,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,1,Analista Programador Computacional
2404,VIII - BIO-BIO,18,2018,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1444707,No desertor,2023,1,Analista Programador Computacional
2405,VIII - BIO-BIO,21,2019,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1444718,No desertor,2023,2,Analista Programador Computacional
2406,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2023,2,Analista Programador Computacional
2407,VIII - BIO-BIO,23,2018,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2021,1,Ingenieria en Conectividad y Redes
2408,VIII - BIO-BIO,18,2020,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2021,1,Ingenieria en Conectividad y Redes
2409,VIII - BIO-BIO,24,2013,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446213,No desertor,2021,1,Ingenieria en Conectividad y Redes
2410,VIII - BIO-BIO,18,2020,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2021,2,Ingenieria en Conectividad y Redes
2411,VIII - BIO-BIO,24,2013,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446213,No desertor,2021,2,Ingenieria en Conectividad y Redes
2412,VIII - BIO-BIO,21,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2022,1,Ingenieria en Conectividad y Redes
2413,VIII - BIO-BIO,24,2013,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446213,No desertor,2022,1,Ingenieria en Conectividad y Redes
2414,VIII - BIO-BIO,21,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2022,2,Ingenieria en Conectividad y Redes
2415,VIII - BIO-BIO,24,2013,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446213,No desertor,2022,2,Ingenieria en Conectividad y Redes
2416,VIII - BIO-BIO,20,2021,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2417,VIII - BIO-BIO,21,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2418,VIII - BIO-BIO,18,2020,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2023,1,Ingenieria en Conectividad y Redes
2419,VIII - BIO-BIO,20,2021,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2420,VIII - BIO-BIO,21,2020,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2421,VIII - BIO-BIO,18,2020,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446214,No desertor,2023,2,Ingenieria en Conectividad y Redes
2422,VIII - BIO-BIO,25,2014,5.9,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2423,VIII - BIO-BIO,24,2016,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2424,VIII - BIO-BIO,19,2020,5.9,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2425,VIII - BIO-BIO,20,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2426,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2427,VIII - BIO-BIO,22,2018,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,1,Ingenieria en Informatica
2428,VIII - BIO-BIO,22,2016,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,1,Ingenieria en Informatica
2429,VIII - BIO-BIO,21,2017,5.2,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2021,1,Ingenieria en Informatica
2430,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
2431,VIII - BIO-BIO,24,2016,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
2432,VIII - BIO-BIO,22,2018,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2021,2,Ingenieria en Informatica
2433,VIII - BIO-BIO,22,2016,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2021,2,Ingenieria en Informatica
2434,VIII - BIO-BIO,22,2018,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
2435,VIII - BIO-BIO,24,2016,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
2436,VIII - BIO-BIO,22,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2437,VIII - BIO-BIO,21,2019,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2438,VIII - BIO-BIO,22,2016,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,1,Ingenieria en Informatica
2439,VIII - BIO-BIO,19,2017,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,1,Ingenieria en Informatica
2440,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,1,Ingenieria en Informatica
2441,VIII - BIO-BIO,24,2016,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
2442,VIII - BIO-BIO,22,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
2443,VIII - BIO-BIO,21,2019,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
2444,VIII - BIO-BIO,19,2017,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,2,Ingenieria en Informatica
2445,VIII - BIO-BIO,22,2016,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2022,2,Ingenieria en Informatica
2446,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
2447,VIII - BIO-BIO,22,2018,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2022,2,Ingenieria en Informatica
2448,VIII - BIO-BIO,18,2022,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2449,VIII - BIO-BIO,21,2019,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2450,VIII - BIO-BIO,23,2017,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2451,VIII - BIO-BIO,22,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2452,VIII - BIO-BIO,20,2021,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2453,VIII - BIO-BIO,22,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2454,VIII - BIO-BIO,20,2022,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2455,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2456,VIII - BIO-BIO,22,2016,5.8,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,1,Ingenieria en Informatica
2457,VIII - BIO-BIO,22,2019,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,1,Ingenieria en Informatica
2458,VIII - BIO-BIO,22,2018,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2459,VIII - BIO-BIO,24,2016,5.0,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,1,Ingenieria en Informatica
2460,VIII - BIO-BIO,18,2022,5.5,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2461,VIII - BIO-BIO,23,2017,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2462,VIII - BIO-BIO,22,2019,5.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2463,VIII - BIO-BIO,20,2021,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2464,VIII - BIO-BIO,22,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2465,VIII - BIO-BIO,20,2022,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2466,VIII - BIO-BIO,22,2018,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2467,VIII - BIO-BIO,19,2019,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,No desertor,2023,2,Ingenieria en Informatica
2468,VIII - BIO-BIO,20,2016,5.4,Cientifico Humanista,Particular Subvencionado,Masculino,2019,1446103,No desertor,2023,2,Ingenieria en Informatica
2469,VIII - BIO-BIO,22,2019,6.3,Cientifico Humanista,Particular Subvencionado,Masculino,2020,1446114,No desertor,2023,2,Ingenieria en Informatica
2470,VIII - BIO-BIO,21,2019,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
2471,VIII - BIO-BIO,23,2018,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2472,VIII - BIO-BIO,23,2018,5.7,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2473,VIII - BIO-BIO,21,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,Suspension,2021,1,Ingenieria en Informatica
2474,VIII - BIO-BIO,21,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,Suspension,2021,2,Ingenieria en Informatica
2475,VIII - BIO-BIO,21,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,Suspension,2022,1,Ingenieria en Informatica
2476,VIII - BIO-BIO,21,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,Suspension,2022,2,Ingenieria en Informatica
2477,VIII - BIO-BIO,21,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,Suspension,2023,1,Ingenieria en Informatica
2478,VIII - BIO-BIO,21,2018,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1446114,Suspension,2023,2,Ingenieria en Informatica
2479,VIII - BIO-BIO,31,2011,4.9,Cientifico Humanista,Particular Subvencionado,Masculino,2021,1444718,No desertor,2021,1,Analista Programador Computacional
2480,VIII - BIO-BIO,21,2018,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,1,Ingenieria en Informatica
2481,VIII - BIO-BIO,21,2018,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2022,2,Ingenieria en Informatica
2482,VIII - BIO-BIO,20,2021,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,1,Ingenieria en Informatica
2483,VIII - BIO-BIO,21,2018,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2484,VIII - BIO-BIO,20,2020,5.6,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,1,Ingenieria en Informatica
2485,VIII - BIO-BIO,20,2021,6.2,Cientifico Humanista,Particular Subvencionado,Masculino,2023,1446114,No desertor,2023,2,Ingenieria en Informatica
2486,VIII - BIO-BIO,21,2018,6.1,Cientifico Humanista,Particular Subvencionado,Masculino,2022,1446114,No desertor,2023,2,Ingenieria en Informatica
